"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-26","3.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"34.4",",,W","23.3",",,W","  170",",,W","  200",",,W","8.1",",,W","11.6",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-27","2.9",",,W",,,"36.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"35.0",",,W","21.7",",,W","   30",",,W","   20",",,W","13.9",",,W","19.2",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-28","3.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.7",",,W","22.8",",,W","  110",",,W","   90",",,W","8.1",",,W","10.7",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-29","2.4",",,W",,,"0.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.8",",,W","23.9",",,W","  120",",,W","  120",",,W","6.7",",,W","10.3",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-30","3.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"34.4",",,W","25.0",",,W","  200",",,W","  210",",,W","8.9",",,W","12.1",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-01","4.2",",,W",,,"3.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.1",",,W","21.7",",,W","   10",",,W","  360",",,W","11.2",",,W","14.8",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-02","3.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.9",",,W","21.1",",,W","  100",",,W","   60",",,W","7.2",",,W","10.3",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-03","3.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400",,,,,"30.0",",,W","20.6",",,W","  100",",,W","  130",",,W","6.7",",,W","10.3",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-04","2.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400",,,,,"31.7",",,W","21.1",",,W","  170",",,W","  160",",,W","6.7",",,W","9.4",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-05","4.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400",,,,,"35.6",",,W","25.0",",,W","  220",",,W","  180",",,W","8.1",",,W","12.1",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-06","3.9",",,W",,,"1.8",",,W,2400","0.0",",,W,2400",,,,,"34.4",",,W","26.7",",,W","  190",",,W","  190",",,W","7.2",",,W","9.8",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-07","2.8",",,W",,,"10.7",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"34.4",",,W","25.0",",,W","  190",",,W","  220",",,W","6.7",",,W","9.4",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-08","2.2",",,W",,,"1.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.8",",,W","24.4",",,W","  270",",,W","  170",",,W","6.7",",,W","9.8",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-09","2.6",",,W",,,"0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.8",",,W","24.4",",,W","  120",",,W","  140",",,W","6.7",",,W","9.8",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-10","3.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.8",",,W","26.1",",,W","  170",",,W","  180",",,W","7.6",",,W","10.7",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-11","3.0",",,W",,,"16.5",",,W,2400","0.0",",,W,2400",,,,,"32.8",",,W","26.1",",,W","  160",",,W","  120",",,W","7.2",",,W","9.4",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-12","4.7",",,W",,,"24.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.1",",,W","25.6",",,W","  160",",,W","  170",",,W","10.3",",,W","17.0",",,W","    1",",,W",,,"    1",",,W",,,"    1",",,W"
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-13","2.6",",,W",,,"35.8",",,W,2400","0.0",",,W,2400",,,,,"32.2",",,W","25.0",",,W","  190",",,W","  180",",,W","6.3",",,W","8.5",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-14","3.1",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400",,,,,"36.1",",,W","26.1",",,W","  180",",,W","  160",",,W","6.7",",,W","10.3",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-15","3.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400",,,,,"35.6",",,W","26.7",",,W","  230",",,W","  230",",,W","8.1",",,W","9.8",",,W",,,,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-16","4.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400",,,,,"34.4",",,W","27.2",",,W","  210",",,W","  230",",,W","10.3",",,W","13.9",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-17","4.7",",,W",,,"4.6",",,W,2400","0.0",",,W,2400",,,,,"30.0",",,W","24.4",",,W","  290",",,W","  180",",,W","8.9",",,W","13.0",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-18","5.0",",,W",,,"13.5",",,W,2400","0.0",",,W,2400",,,,,"32.2",",,W","22.8",",,W","  210",",,W","  230",",,W","10.3",",,W","14.3",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-19","1.7",",,W",,,"8.9",",,W,2400","0.0",",,W,2400",,,,,"31.1",",,W","22.8",",,W","  150",",,W","  160",",,W","7.2",",,W","12.1",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-20","3.9",",,W",,,"3.8",",,W,2400","0.0",",,W,2400",,,,,"33.3",",,W","23.3",",,W","  200",",,W","  220",",,W","7.2",",,W","10.3",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-21","2.9",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.2",",,W","24.4",",,W","  190",",,W","  170",",,W","5.8",",,W","7.6",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-22","2.8",",,W",,,"4.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.1",",,W","23.9",",,W","  200",",,W","  210",",,W","8.1",",,W","12.1",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-23","2.9",",,W",,,"2.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33.3",",,W","25.0",",,W","  200",",,W","  210",",,W","6.7",",,W","9.8",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-24","4.3",",,W",,,"2.0",",,W,2400","0.0",",,W,2400",,,,,"33.9",",,W","23.3",",,W","  310",",,W","  300",",,W","11.2",",,W","16.1",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-25","3.0",",,W",,,"18.8",",,W,2400","0.0",",,W,2400","0.0",",,D,2400",,,"31.1",",,W","23.9",",,W","  260",",,W","  190",",,W","9.8",",,W","13.0",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-26","1.9",",,W",,,"43.7",",,W,2400","0.0",",,W,2400","0.0",",,D,2400",,,"30.0",",,W","23.3",",,W","  310",",,W","  170",",,W","6.7",",,W","8.9",",,W","    1",",,W","    1",",,W","    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-27","3.5",",,W",,,"1.0",",,W,2400","0.0",",,W,2400","0.0",",,D,2400",,,"30.0",",,W","21.7",",,W","   30",",,W","   30",",,W","7.6",",,W","10.3",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-28","2.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,D,2400",,,"31.1",",,W","18.9",",,W","   30",",,W","   20",",,W","6.7",",,W","9.4",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-29","1.7",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,D,2400",,,"30.0",",,W","18.9",",,W","  200",",,W","  200",",,W","5.4",",,W","6.7",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-30","3.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,D,2400",,,"32.8",",,W","22.8",",,W","  200",",,W","  170",",,W","7.6",",,W","10.7",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-07-31","3.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33.3",",,W","25.6",",,W","  200",",,W","  210",",,W","7.2",",,W","10.3",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-08-01","3.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"35.6",",,W","25.0",",,W","  210",",,W","  200",",,W","7.6",",,W","11.2",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-08-02","4.5",",,W",,,"23.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.8",",,W","23.9",",,W","  300",",,W","  310",",,W","13.0",",,W","18.8",",,W","    1",",,W","    1",",,W","    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-08-03","5.5",",,W",,,"1.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33.3",",,W","22.8",",,W","  300",",,W","  290",",,W","13.0",",,W","17.0",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-08-04","3.3",",,W",,,"0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.0",",,W","24.4",",,W","  180",",,W","  190",",,W","7.6",",,W","10.3",",,W",,,,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-08-05","2.5",",,W",,,"2.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"29.4",",,W","23.9",",,W","  220",",,W","  220",",,W","8.1",",,W","10.7",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-08-06","3.9",",,W",,,"34.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.2",",,W","23.9",",,W","  140",",,W","  160",",,W","10.7",",,W","16.1",",,W","    1",",,W",,,"    1",",,W",,,"    1",",,W"
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-08-07","7.0",",,W",,,"143.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"29.4",",,W","24.4",",,W","  100",",,W","  110",",,W","11.6",",,W","19.7",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-08-08","7.9",",,W",,,"54.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.0",",,W","25.0",",,W","  180",",,W","  160",",,W","13.9",",,W","22.8",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-08-09","3.2",",,W",,,"39.1",",,W,2400","0.0",",,W,2400",,,,,"28.9",",,W","23.9",",,W","  210",",,W","  200",",,W","8.1",",,W","11.6",",,W","    1",",,W","    1",",,W","    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-08-10","2.6",",,W"," 1924",",,W","0.0","T,,W,2400","0.0",",,D,2400","0.0",",,D,2400",,,"33.9",",,W","24.4",",,W","  290",",,W","  290",",,W","9.4",",,W","13.0",",,W","    1",",,W",,,"    1",",,W",,,,
