"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-24","6.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.0",",,W","3.3",",,W","   20",",,W","   40",",,W","12.5",",,W","17.0",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-25","3.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.0",",,W","2.2",",,W","   10",",,W","   10",",,W","6.7",",,W","9.4",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-26","3.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","3.9",",,W","   90",",,W","  100",",,W","7.6",",,W","10.3",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-27","3.2",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.0",",,W","12.2",",,W","  150",",,W","  150",",,W","6.3",",,W","10.7",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-28","4.7",",,W",,,"37.3",",,W,2400","0.0",",,W,2400","0.0",",,D,2400",,,"20.0",",,W","7.8",",,W","  350",",,W","  360",",,W","8.1",",,W","12.1",",,W","    1",",,W",,,"    1",",,W",,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-29","4.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,D,2400",,,"21.7",",,W","5.0",",,W","  280",",,W","  310",",,W","10.3",",,W","13.9",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-30","5.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","10.0",",,W","  220",",,W","  210",",,W","10.3",",,W","14.3",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-31","4.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400",,,,,"28.9",",,W","13.9",",,W","  220",",,W","  220",",,W","9.8",",,W","14.3",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-01","4.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.9",",,W","16.7",",,W","  260",",,W","  270",",,W","9.8",",,W","13.0",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-02","5.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400",,,,,"28.9",",,W","18.3",",,W","  230",",,W","  210",",,W","10.3",",,W","14.3",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-03","7.2",",,W",,,"13.7",",,W,2400","0.0",",,W,2400",,,,,"22.2",",,W","15.6",",,W","  190",",,W","  210",",,W","13.4",",,W","21.5",",,W","    1",",,W",,,"    1",",,W",,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-04","5.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400",,,,,"17.8",",,W","9.4",",,W","  260",",,W","  280",",,W","11.2",",,W","16.1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-05","3.7",",,W"," 1527",",,W","0.0",",,W,2400","0.0",",,D,2400",,,,,"18.9",",,W","7.2",",,W","  260",",,W","  250",",,W","9.4",",,W","12.5",",,W",,,,,,,,
